RENE_FINAL;ABONO_OFERTADO;CONSUMO_SBIF;EDAD;SEXO_BIN;SCORE;DEUDA_PROM3;PROME_UTILIZACION_3MESES;PROME_LINEA_CREDITO_3MESES;PROME_CANT_INSTITU_3MESES;SUMA_MOROSA_3MESES;Deuda_Char_008;Pago_Char_008
0;16140;113;47;1;453;106672;0.176666667;0;1;93;5;19
0;44340;27777;40;0;445;2444314;1;443;5;13660;5;1
0;12900;1936;74;0;405;114300;1;255;3;721;4;0
0;0;1406;54;0;566;708941;0.453333333;1093;1;0;9;23
1;122510;1908;43;0;488;992859;0.863333333;524;3;0;2;6
0;28988;205;49;1;451;235768;0.62;0;1;3;3;15
0;72270;15085;33;1;406;1346971;1;122;3;670;4;0
0;125822;10887;27;0;404;5665440;0.963333333;257;3;0;3;0
0;71380;6225;50;1;473;3246450;0.62;1693;4;0;2;2
0;62180;14944;36;1;407;1321695;0.993333333;388;5;9338;5;4
0;36860;2070;26;0;422;647572;1;0;2;1509;3;1
0;4130;3210;81;0;395;70520;1;1070;2;30;0;0
0;44470;1796;75;1;449;998176;0.97;0;2;118;5;1
0;0;1143;76;0;504;342895;0.116666667;2707;2;61;6;8
0;8240;9167;28;1;440;151921;0.18;374;4;97;5;0
0;74870;11982;33;0;462;866345;0.29;0;3;151;9;7
0;120570;19323;44;0;413;4687576;1;0;7;1280;2;1
1;;9179;32;0;429;1736203;0.89;1163;5;257;1;4
0;69070;3164;60;1;428;920163;0.96;42;5;138;5;7
0;258100;17237;31;1;395;3759146;0.996666667;3846;3;378;2;5
1;54990;23080;43;0;414;569012;0.98;418;3;97;3;9
0;46330;63385;48;1;440;467182;0.153333333;116328;6;49;4;0
0;33450;3090;49;0;442;630984;0.913333333;49;3;0;5;2
0;14290;294;76;0;455;153003;0.34;511;2;26;5;14
1;91310;3194;46;0;444;1814717;0.883333333;0;2;272;8;0
0;29113;7858;40;1;467;302202;0.74;1986;4;0;6;10
0;37030;1532;35;1;444;240763;0.8;1543;2;7;4;8
0;0;8331;68;0;505;362994;0.183333333;9391;4;0;4;29
0;65106;13255;68;0;446;1701850;1;549;5;0;6;5
0;0;2103;51;0;554;312409;0.626666667;1107;3;0;8;15
0;15654;118;45;1;493;191202;0.4;206;1;327;3;19
0;35220;645;44;0;427;237796;0.976666667;961;3;46;6;10
1;60010;11873;40;0;375;1135840;1;67;2;70;3;0
1;21640;213;77;0;453;205472;0.41;262;1;82;4;8
1;4340;2874;50;1;385;75217;1;0;2;30;1;0
0;81300;4222;58;0;382;1541382;1;160;1;311;3;0
0;25580;3048;71;0;463;750726;0.496666667;1246;5;95;8;4
1;36340;1646;43;0;463;1468849;0.97;377;2;0;5;0
0;5740;8580;36;1;406;100759;0.926666667;30;3;924;0;0
1;151430;8585;37;1;436;4865227;0.79;1956;6;665;6;2
0;6710;18932;40;1;425;116123;0.08;9214;3;129;3;0
0;19530;1459;33;0;407;183977;1;86;3;147;4;4
0;81568;23169;45;0;418;541157;0.526666667;1371;4;3201;4;9
0;116520;7584;33;0;453;1264889;1;397;5;69;2;4
0;453580;9072;29;1;452;2480347;1;1594;5;0;1;12
0;15120;285;74;0;445;276833;0.553333333;0;1;63;8;1
0;53370;19259;37;1;389;1803078;1;0;3;180;3;3
0;29390;12785;31;1;403;914865;1;0;3;200;4;2
0;0;2111;60;1;554;343594;0.2;4785;5;0;5;26
0;38760;1584;51;1;539;1576796;0.673333333;516;1;0;9;4
0;7550;140;29;0;370;133598;1;0;1;58;0;0
0;70317;3284;42;0;496;514067;0.38;286;2;1616;3;7
1;78830;2045;31;1;378;1160404;1;0;4;281;2;0
0;28230;299;41;0;450;171168;0.266666667;398;3;81;9;22
0;0;4787;51;0;479;269226;0.573333333;4186;3;0;1;15
0;184466;32131;56;1;483;2320552;0.653333333;0;3;145;9;5
0;27500;3575;30;1;367;523539;1;7;4;106;0;0
0;0;4770;36;0;496;890980;1;46;5;39;5;4
0;23422;1097;51;0;414;528550;0.583333333;413;2;0;6;6
1;;6842;32;0;464;2301250;0.793333333;4697;4;0;1;3
0;13460;1342;47;1;452;126116;0.786666667;214;2;1251;4;11
0;90420;9700;46;0;402;328547;0.496666667;226;3;0;4;12
0;141100;31804;69;0;493;4304761;1;1699;4;498;3;3
0;17298;22980;41;1;396;694357;1;30;7;1934;2;0
0;53460;2014;29;0;419;417766;0.99;31;5;187;5;5
1;34770;7980;35;0;384;650573;1;2277;5;172;1;0
0;24980;475;58;1;401;465677;0.733333333;0;1;131;1;0
1;5130;236;49;1;459;92343;0.416666667;548;5;97;5;11
0;0;6433;75;0;485;6505736;0.886666667;823;1;0;7;2
0;21670;7217;28;0;424;397080;0.726666667;116;5;90;6;0
1;507640;53143;45;0;461;6554399;0.973333333;5623;5;1938;4;2
1;54580;5099;34;1;451;763207;0.97;1060;5;82;4;7
0;38940;903;53;0;448;516573;0.83;1433;3;48;8;9
0;95860;21953;54;0;446;1415860;0.75;448;4;2615;6;3
0;0;21166;36;1;529;3296051;0.77;4486;6;0;7;7
1;;5106;64;1;403;952864;0.95;401;5;833;3;8
0;53220;17134;38;0;427;2321668;0.94;1372;7;156;4;1
1;376770;10583;35;0;505;3366745;0.913333333;366;2;0;5;8
0;145300;2900;59;1;422;2792620;0.913333333;184;2;280;2;0
0;39310;8489;56;1;460;1053905;0.983333333;13;2;30;6;5
0;13360;132;35;0;430;110061;0.9;9;1;17;2;1
0;91500;6786;63;1;466;445824;0.89;1436;4;243;4;6
1;0;1730;32;0;527;1625400;0.97;65;2;0;6;6
0;39870;7868;33;1;422;912290;0.996666667;0;4;1389;4;2
0;97060;7185;75;1;403;7030333;0.88;0;3;164;1;0
0;34900;248;28;0;433;191012;0.973333333;62;2;0;0;8
0;0;4337;56;0;536;432995;0.75;573;3;0;8;9
0;50370;15754;44;1;391;487068;0.396666667;0;3;8;1;2
0;98085;2985;58;0;467;1634931;1;0;2;0;5;4
0;133058;14338;65;1;428;470218;0.323333333;277;3;8;6;29
0;45120;275;51;0;471;275874;0.89;34;2;0;6;14
0;36454;1883;34;1;426;954097;0.976666667;525;3;0;6;8
1;217470;8883;42;0;462;2561834;0.44;2670;4;896;4;5
0;0;715;48;0;537;764137;0.696666667;462;1;0;6;6
0;40450;4029;42;1;378;750727;1;224;6;158;3;2
0;24200;179;49;0;418;171062;0.57;200;1;3;4;0
0;0;6677;61;0;555;5578534;0.826666667;3555;3;0;7;4
0;18390;376;48;0;421;146794;1;60;2;0;0;0
0;27623;33072;44;0;399;719579;0.72;28;6;0;3;18
0;0;23848;32;1;463;108422;1;4199;4;0;3;0
0;225650;3236;51;0;410;1018270;0.97;65;4;119;5;11
0;36060;4138;53;1;439;373538;0.136666667;807;4;1559;6;11
0;89980;1737;50;0;446;1751346;0.826666667;0;1;187;6;3
0;30660;8895;40;1;420;2307756;0.706666667;788;6;278;4;1
0;75469;1883;28;1;487;407242;0.816666667;794;2;0;0;20
0;59450;20758;36;0;494;1937440;0.866666667;817;6;691;6;4
0;28887;888;63;1;519;919800;0.613333333;3473;2;0;6;9
0;0;5988;57;0;504;775191;0.693333333;2065;6;0;7;23
0;20680;890;30;1;459;234964;1;296;3;649;4;9
0;75280;693;62;0;457;514276;0.696666667;496;2;50;5;7
0;32260;445;38;1;501;151659;0.63;354;2;0;4;27
0;0;2473;53;1;524;414994;0.83;12650;4;0;6;32
0;32250;1319;24;0;423;332922;1;30;3;22;3;0
0;13120;257;27;0;407;264751;0.603333333;400;2;151;2;8
0;56472;2349;57;0;467;2015251;0.966666667;1735;2;0;6;5
0;42470;1133;64;1;469;407096;0.886666667;40;2;300;4;12
0;0;5420;45;0;534;210401;0.81;526;6;811;7;35
0;37640;3017;30;0;398;261981;1;0;5;543;2;4
0;174150;2359;36;0;419;1046317;1;2080;4;555;1;6
0;20580;4547;64;1;446;263078;0.753333333;180;2;1;3;12
1;136470;5559;64;0;463;1364290;0.8;1617;2;155;3;6
0;15670;3611;38;1;405;284476;0.973333333;0;4;1003;5;0
0;19696;818;26;0;412;355630;1;0;3;165;0;0
0;68270;3044;72;1;470;1204530;1;230;2;0;3;6
0;28550;501;50;0;421;280324;0.586666667;241;2;55;2;0
0;205940;28238;55;1;477;12188933;1;421;6;0;7;3
0;47740;9690;26;1;375;1554629;1;58;5;1480;2;0
1;67870;915;41;0;416;904076;1;0;1;271;4;2
0;28450;790;36;0;417;239490;0.853333333;0;2;35;5;8
0;16820;2162;41;1;421;157950;0.196666667;1379;3;85;3;0
0;81113;8672;70;1;468;2319571;0.893333333;200;4;806;7;2
0;39020;3438;50;0;374;530128;1;5;4;108;0;4
1;42580;6944;43;0;443;972639;0.65;155;4;176;6;2
1;215900;13675;55;1;388;4106172;1;196;4;2621;2;0
0;40190;564;69;0;460;216602;0.373333333;57;2;61;9;15
0;69170;16076;63;0;476;406871;0.993333333;283;5;0;5;10
0;0;2150;60;0;532;621633;0.636666667;853;3;0;5;11
0;30415;2251;44;1;522;407526;0.446666667;1688;2;0;5;13
0;148843;1443;51;1;457;561476;0.27;57;3;0;11;22
0;0;1670;57;0;592;296338;0.896666667;3334;5;0;7;23
1;35060;1172;37;0;512;224917;0.833333333;544;2;0;4;19
0;195160;5537;56;1;428;3880793;0.983333333;1525;4;629;7;5
0;0;398;55;0;520;448984;0.913333333;43;1;0;5;14
0;27340;1974;44;0;396;95046;0.073333333;2101;3;84;3;36
1;127970;6671;54;0;449;4361109;1;469;5;160;2;1
0;36920;804;49;0;451;304118;0.606666667;0;2;0;7;11
0;30360;243;66;1;421;159037;1;3;2;48;0;0
0;0;292;66;0;561;374311;0.403333333;551;1;0;8;22
0;85800;6916;39;1;387;2250534;1;194;4;2576;3;0
0;0;3276;55;1;440;3184089;0.986666667;38;1;0;0;0
0;25080;649;51;0;407;347983;0.8;0;2;66;3;0
0;31730;365;41;1;412;334893;0.333333333;463;2;35;0;0
0;72820;3741;48;0;418;1855179;0.93;0;1;33;4;3
1;98507;13042;45;1;477;407443;0.783333333;67;3;0;6;16
0;41270;5675;64;0;425;474522;0.543333333;823;3;1237;4;9
1;88630;32546;28;0;503;434886;0.866666667;2071;6;621;2;22
1;373720;11202;72;0;421;8063653;1;296;4;188;4;2
0;35830;1526;27;0;424;1023850;0.68;128;4;217;5;7
0;61285;11041;57;1;503;2829763;0.47;5365;5;0;4;9
0;9800;191;61;1;411;184436;0.473333333;303;1;20;2;0
0;37490;6604;56;1;432;1151485;0.576666667;2456;5;73;5;13
0;20130;707;33;0;398;282739;1;0;3;18;0;9
0;24570;711;23;1;396;410109;1;0;2;6;1;0
0;48100;17376;38;0;419;423607;0.85;45;3;2;3;11
0;0;13963;50;1;517;1416983;0.56;3434;4;0;3;1
1;50862;7050;30;1;477;1562929;0.976666667;39;3;0;4;7
0;3472;763;60;0;406;148785;0.256666667;200;3;158;2;12
0;99390;3080;46;0;505;645272;0.963333333;440;4;0;5;9
0;34770;2182;55;0;521;328478;0.683333333;1335;3;0;4;17
0;0;523;71;0;525;528545;0.53;471;1;0;7;21
0;35604;291;54;0;460;307271;0.996666667;1;1;53;4;32
0;187755;6837;28;1;464;3894816;0.866666667;313;5;225;5;2
0;26070;1695;29;1;418;704190;0.886666667;0;4;48;7;5
0;0;89;40;0;570;139303;0.526666667;555;1;0;5;30
0;132940;2508;59;0;440;1317145;0.736666667;174;3;735;5;0
0;25310;268;67;0;517;198393;0.49;641;3;64;5;12
0;35110;9630;31;1;388;475353;1;19;7;207;0;1
0;71070;840;64;1;476;515015;0.103333333;50;3;10;6;20
0;0;996;85;0;543;279197;0.696666667;121;2;0;6;16
0;12500;54267;50;1;455;224872;0.17;55909;2;75;1;0
0;0;763;75;1;495;781225;0.54;1868;3;19;5;17
0;22720;6733;25;1;401;427447;0.24;1990;3;305;2;0
0;24050;4368;61;1;390;443060;1;0;4;246;2;0
0;0;7620;60;1;516;425230;0.696666667;4371;2;0;3;19
0;128380;1204;55;0;392;1212441;1;0;1;97;3;2
0;111280;1715;61;1;424;1121321;0.986666667;53;2;122;3;9
0;20520;1696;23;0;467;326397;0.836666667;45;3;412;9;3
0;90500;5998;61;1;389;2163192;0.723333333;12;4;131;3;2
0;45438;6272;55;0;529;862841;0.56;2844;4;0;3;21
0;110760;5442;39;1;402;1124548;1;0;3;1712;4;0
0;165200;4599;28;1;399;3576631;1;251;3;190;3;1
0;27700;15914;35;1;377;513084;1;120;5;931;1;0
1;56530;14015;33;1;393;544599;1;74;3;159;2;9
0;0;1937;54;1;541;737389;0.893333333;595;2;0;6;22
0;47276;5301;74;0;498;802370;0.996666667;3;3;0;5;14
0;109114;8608;51;1;398;1912917;1;8;4;2889;1;0
0;160890;2030;80;0;511;699467;0.833333333;283;2;0;4;10
0;28890;160;37;0;522;143371;0.57;486;2;13;2;16
0;0;71137;45;0;505;3978622;0.793333333;5561;6;0;7;4
0;112240;9265;40;1;435;1120441;0.88;473;5;534;5;3
1;23420;2376;70;1;452;332200;0.376666667;697;3;61;7;0
0;97780;5437;26;0;392;1329921;0.953333333;259;4;143;1;15
0;91106;5180;55;0;508;406172;0.7;2195;4;0;5;11
1;36425;212;29;0;507;226804;0.92;19;1;0;6;32
1;377940;2157;71;1;470;2042048;0.396666667;4403;2;50;5;7
1;0;575;59;1;498;267289;1;0;2;0;5;13
0;0;8648;26;0;491;610051;0.263333333;5973;3;25;2;18
0;24540;5642;45;1;480;1216338;0.806666667;3973;2;13;4;3
0;33040;4390;30;0;511;1255653;0.983333333;30;4;22;8;4
1;;14862;33;0;402;7848346;1;40;3;1206;5;0
0;36230;7162;33;1;370;332883;1;0;5;1914;5;0
0;86390;10857;49;1;450;2004290;0.88;946;3;84;7;5
1;141310;6073;47;1;414;2174732;1;12787;4;220;2;4
0;95253;11074;44;1;493;469901;0.966666667;132;7;5797;6;13
0;7170;572;60;0;436;118901;0.233333333;5138;2;22;0;2
0;123930;14696;62;0;491;4145493;1;0;4;314;6;3
0;39600;248;33;1;451;159496;0.496666667;95;1;0;0;0
0;95834;3217;54;0;444;1844799;0.99;431;3;51;6;3
1;;8203;59;1;404;8268876;0.976666667;0;1;491;2;3
0;40540;6993;46;0;365;762541;1;111;7;2431;2;0
0;20620;400;24;1;404;385458;1;0;1;149;4;0
1;18650;159;34;1;421;136582;1;0;1;19;0;0
0;211694;9335;49;0;456;1261320;0.973333333;37;6;5407;7;14
0;277240;12814;34;0;521;1482681;0.74;2234;2;0;6;17
0;11066;1567;58;0;447;549376;0.83;0;3;0;8;3
0;47730;286;71;0;476;273200;1;0;1;0;5;0
1;302580;36287;44;1;408;5826127;0.99;946;7;4554;2;0
1;59220;4101;64;0;453;3975494;0.853333333;754;2;493;7;2
0;30892;46293;34;1;412;606250;0.76;20960;4;0;4;4
0;0;17049;51;1;519;1342366;0.793333333;2695;4;0;4;3
0;90880;13359;66;1;420;1730827;0.55;0;2;24693;2;0
0;41460;9172;50;0;419;3951298;0.75;1519;3;1277;4;2
0;55940;2152;63;1;463;308625;0.98;7;3;0;1;19
0;20790;26828;49;1;429;107851;0.86;8147;6;22;2;14
0;51700;357;35;0;438;316649;0.35;393;2;41;4;10
0;50540;1829;47;1;433;638182;0.556666667;505;3;0;5;14
1;0;2036;47;1;483;1577524;0.783333333;411;1;0;0;8
1;;64;56;1;470;60402;0.126666667;1329;1;0;0;0
1;508200;14124;50;1;390;2955974;1;2321;4;320;4;5
0;61310;4095;27;0;363;1523241;1;135;3;353;1;0
0;79988;5968;30;1;497;4371507;0.943333333;1785;4;0;4;3
0;18580;110;48;1;423;94761;0.9;10;1;18;1;28
0;135270;6617;66;0;463;3610470;0.616666667;3440;4;683;7;2
0;72430;6985;32;1;399;551069;0.343333333;685;2;66;4;0
0;16022;572;69;0;545;185754;0.463333333;258;3;0;7;39
0;26085;8279;47;1;514;502421;0.25;2969;2;0;3;54
1;290500;11197;52;0;467;9109370;0.94;883;2;0;4;2
0;26780;1219;35;0;436;139204;0.153333333;2161;3;0;7;30
0;0;14635;42;1;529;4784466;0.96;2972;5;0;6;3
0;29320;1262;54;1;429;1228971;1;300;1;0;1;2
0;11556;877;42;0;459;118742;1;79;4;0;5;2
0;21900;180;65;1;379;171756;1;0;1;30;0;0
0;4240;1207;28;1;423;79067;0.043333333;17268;2;67;1;1
0;67910;17040;29;1;432;3424053;1;1992;5;336;3;2
0;84840;12876;50;0;400;1655251;1;0;5;3329;3;2
0;0;17103;50;0;530;4725714;0.806666667;3827;5;0;8;5
0;28290;531;62;0;457;164325;0.833333333;539;3;22;4;10
0;32930;12314;44;0;491;242093;0.72;629;6;1817;4;13
0;25520;4841;44;1;390;480112;0.96;0;3;82;1;2
0;0;10143;43;1;480;94496;0.926666667;7;5;0;1;13
0;115990;840;67;1;453;418236;0.453333333;425;2;135;4;11
0;51110;2056;27;0;446;239727;0.926666667;644;2;196;4;11
0;45480;2540;38;1;370;421440;1;0;3;137;0;0
0;118070;1054;53;0;510;750922;0.826666667;487;2;0;4;12
0;126180;1679;50;0;502;586563;0.98;886;3;0;5;9
0;0;1153;62;0;546;627011;0.796666667;827;3;0;5;45
0;13706;1842;46;0;524;334172;0.84;415;4;394;8;14
0;0;5792;66;1;552;2957301;0.673333333;2865;4;0;7;5
0;0;5983;46;0;536;244316;0.17;7187;5;0;7;10
0;67020;11255;23;1;410;589024;1;0;5;7105;3;0
0;18140;8668;49;0;484;348332;0.546666667;287;3;0;5;31
0;17860;1794;24;1;379;165522;1;0;3;215;3;0
1;34690;2734;50;0;454;345531;0.63;277;2;114;7;9
0;0;185;50;0;547;252376;0.59;178;1;0;6;18
0;91180;546;57;0;453;537802;0.713333333;845;2;39;5;21
0;51080;8793;39;0;413;807460;1;4535;5;2049;2;0
0;10790;1094;56;0;424;204646;0.42;1231;3;65;3;0
0;0;1245;63;1;564;330703;0.21;4341;3;0;8;17
0;30080;4436;31;1;415;1120566;1;1130;3;0;4;4
0;11980;938;46;0;434;97353;0.193333333;0;2;4;5;9
0;0;3428;39;0;555;450480;0.353333333;2859;4;0;8;11
0;0;4425;40;1;532;1570489;0.7;1280;3;0;9;6
0;0;508;48;1;533;583078;0.43;1017;1;0;8;12
0;70240;5347;38;1;410;648328;1;0;3;1904;4;8
0;25770;248;52;1;456;293516;0.586666667;0;1;57;4;17
0;68280;829;62;0;429;281720;0.14;608;2;60;6;13
1;320800;10461;53;1;473;4223931;0.423333333;393;4;703;4;10
0;0;16067;45;1;486;417815;0.813333333;742;4;0;0;3
0;0;16913;38;0;541;9266514;0.61;22399;4;0;10;4
0;38078;1317;84;0;518;636914;1;3;2;0;5;22
1;55420;11530;70;1;496;476994;0.943333333;332;4;0;4;19
0;15760;411;54;0;421;146343;0.963333333;296;3;281;2;0
0;28300;967;27;1;393;362620;1;0;3;158;4;0
0;4990;4408;43;0;436;86058;0.476666667;331;3;498;3;0
0;75280;451;42;1;406;502768;0.95;149;2;3;3;10
0;0;428;57;0;551;321687;0.6;1178;2;0;7;20
0;15970;369;58;0;449;150574;0.086666667;3870;2;13;1;0
0;6400;126;45;0;437;138759;0.616666667;0;1;65;4;14
0;27350;12657;33;1;432;235641;1;1479;5;1188;6;32
0;79400;7497;26;1;434;3243747;1;295;2;0;4;2
0;17719;372;51;0;500;346471;0.866666667;54;1;0;2;10
1;132880;14113;35;1;415;4696227;1;300;4;1230;2;1
0;43746;15858;42;0;439;486882;0.456666667;1474;6;0;5;11
0;70080;3576;40;0;492;702431;0.88;156;6;264;6;6
0;105280;9768;67;1;456;624764;0.993333333;3;2;0;7;5
0;60700;4183;29;1;391;1158284;0.55;98;4;891;2;0
0;21543;3184;24;1;426;215927;1;22;3;43;3;8
0;0;3688;68;0;543;2782807;0.476666667;4615;2;0;10;6
1;8390;4898;50;0;429;149523;0.75;113;4;316;3;11
0;60330;3951;35;1;370;556188;1;675;3;1066;1;0
0;57333;1286;43;1;531;253082;0.843333333;1018;2;0;6;21
0;63070;6301;29;0;404;2159420;1;2332;4;170;3;0
0;27320;310;61;1;456;129880;0.59;580;3;88;5;10
0;98970;7150;31;1;395;3162709;1;2124;3;308;2;3
0;40030;2798;47;1;406;442020;1;69;3;198;5;0
0;46990;9994;56;1;409;786067;1;0;3;1599;2;0
1;36660;2791;59;1;395;2119445;1;75;2;273;6;1
0;898410;18408;52;0;434;4698350;0.99;613;5;376;6;11
0;0;351;51;0;467;207256;0.756666667;67;2;0;0;1
0;0;930;51;0;546;825971;0.666666667;1424;1;0;6;9
0;36870;41623;49;0;431;530953;0.99;1124;6;17313;1;0
0;44350;17163;40;1;391;1294452;1;590;4;298;4;6
0;0;6534;57;0;565;98906;0.023333333;5845;4;0;6;38
0;0;10581;68;0;541;307581;0.93;2226;4;0;8;18
0;143456;23752;61;0;471;684846;0.913333333;997;5;0;7;14
0;62880;2607;36;1;447;1774412;1;1069;4;20;3;0
0;23290;1385;63;1;407;1165049;0.986666667;347;2;208;3;3
1;75050;21958;49;0;431;1439288;0.986666667;224;5;2601;5;0
1;35290;177;36;0;467;179138;0.816666667;346;2;0;4;6
0;142560;6268;37;0;486;5016256;0.976666667;71;2;0;5;5
0;8000;2754;59;0;408;147559;0.9;89;3;186;2;11
0;16786;1396;41;0;430;136579;0.49;0;2;17;4;0
0;508254;5924;54;1;483;6031519;0.996666667;2131;2;25;6;5
0;66690;19636;70;0;476;3226515;1;0;3;0;10;4
0;83180;7697;27;1;413;1988647;1;121;3;644;4;2
0;86410;30598;38;0;509;5026213;0.836666667;8515;5;0;4;2
0;4000;2576;59;0;445;71147;0.14;817;2;34;3;0
0;81756;6066;32;1;489;1928459;1;3;3;0;7;6
1;0;11833;29;0;509;1338290;0.53;4156;3;0;4;11
0;17260;4194;50;1;389;164119;0.963333333;150;5;343;0;1
0;25690;13229;42;1;433;225568;1;1500;4;135;0;0
1;65801;16656;49;1;461;1719417;0.77;6030;4;147;4;5
0;31170;206;47;1;480;212682;0.743333333;146;1;7;7;8
0;31850;21882;37;1;408;1943640;1;0;4;51;5;0
1;76360;17043;55;0;494;6646568;0.936666667;674;3;0;6;4
0;35010;3223;37;0;450;414457;0.916666667;141;4;5;3;4
0;204031;45413;49;1;506;7014302;0.91;22183;9;0;5;4
0;0;941;37;0;558;380592;0.346666667;1131;2;0;5;27
0;54750;17479;55;0;481;1130467;0.21;3029;6;0;8;6
0;154950;3229;52;1;440;3006086;0.813333333;585;2;266;4;1
0;51600;620;76;0;490;350141;1;13;4;0;4;22
0;66130;1441;34;0;447;1411319;1;0;1;0;3;3
0;36870;4979;41;0;474;499382;0.906666667;52;4;0;3;23
0;227550;14342;41;1;460;6107518;0.983333333;5054;6;0;4;2
0;58930;2812;40;0;492;438605;0.986666667;13;3;0;3;7
0;45757;11556;47;0;445;5115089;1;165;4;67;1;0
0;24880;44371;40;1;476;82381;0.033333333;15872;3;0;2;0
0;106060;4543;31;1;392;999786;1;0;4;248;4;1
1;139110;4694;61;0;404;815992;0.983333333;0;2;496;6;14
1;151280;23207;41;0;397;2534706;1;3074;4;26;5;2
0;29020;21849;45;1;457;1618763;1;2934;6;1112;7;3
0;33180;16969;52;0;427;617073;0.84;674;3;2216;4;0
0;33570;1412;34;0;417;419827;0.65;375;3;127;6;10
0;64180;1530;55;0;469;760197;0.653333333;0;2;0;7;6
0;19610;358;66;1;386;334825;1;47;1;101;2;0
0;33750;222;44;0;466;214560;0.713333333;450;1;2;5;30
0;37690;372;52;0;441;358622;0.693333333;419;2;43;0;0
0;199260;44926;52;1;470;7673273;1;3771;3;0;4;2
0;45140;5303;48;0;443;874841;0.26;62;3;703;8;0
1;;912;55;1;431;1004276;0.796666667;0;2;466;4;7
1;60118;4742;31;0;488;1461691;0.973333333;500;5;0;5;5
0;67640;9104;46;0;442;430997;0.863333333;0;2;0;0;0
0;0;6310;61;0;527;4368218;0.82;1694;2;0;7;7
0;0;8727;55;1;476;1262365;0.42;7229;3;0;0;2
0;15773;894;56;0;406;207424;0.99;148;4;1;2;9
0;11960;118;25;1;387;111797;1;0;1;18;0;1
0;41250;717;44;0;463;511652;0.93;771;2;7;6;7
0;67220;944;64;1;463;963468;0.956666667;28;1;0;2;5
0;0;9722;60;0;507;467251;0.306666667;1337;3;0;6;14
0;27100;5789;26;0;398;449539;0.896666667;204;4;144;2;0
0;63090;4152;39;1;441;599839;0.866666667;0;2;814;7;7
0;37760;356;54;1;411;345586;0.893333333;0;1;47;5;5
0;29470;5565;32;0;420;911187;0.973333333;0;3;373;3;5
0;62022;19838;52;1;442;1469386;0.51;9746;5;147;8;4
0;56290;1257;36;0;427;1167662;0.906666667;48;2;198;5;1
0;0;2306;68;1;480;258203;0.99;252;2;0;3;8
0;92040;1430;27;1;426;442632;1;9;3;367;1;9
1;171470;14877;71;0;437;3395322;0.48;0;5;291;4;0
1;30660;3951;26;0;416;3610513;1;369;3;80;3;2
0;38370;12381;39;0;404;349965;1;0;4;39;4;5
0;43370;5648;39;0;400;804908;1;0;5;305;4;0
0;0;753;57;0;549;359512;0.156666667;3057;3;0;2;58
0;4470;82;51;1;428;77626;0.36;100;1;30;0;0
1;93880;14134;48;0;451;2390816;1;57;5;287;5;3
0;0;1214;44;0;545;933441;0.54;889;2;0;6;15
0;129180;4380;33;1;484;2585171;0.933333333;344;3;0;2;5
0;132875;12331;62;1;475;3049140;0.836666667;37;5;0;9;3
0;65930;6396;64;0;463;2468948;0.993333333;273;4;237;6;2
0;52250;2898;36;1;424;627945;0.65;119;2;233;3;8
0;232270;6824;55;1;382;4490468;1;0;2;1192;4;0
0;4440;81;26;1;395;75513;0.706666667;12;1;36;0;0
1;;32056;43;0;438;5193511;0.973333333;6931;5;800;6;2
0;26743;1253;77;0;459;1065379;0.91;69;3;0;7;5
0;0;393;66;1;555;428708;0.613333333;471;1;0;6;35
0;18132;335;47;0;525;316208;0.596666667;2265;3;0;5;32
0;26120;271;50;1;460;261847;0.673333333;0;1;2;2;4
1;175150;12919;34;1;400;2916997;1;2498;5;922;0;0
0;12370;3209;50;0;525;121137;0.156666667;5202;3;0;6;11
0;19490;379;57;0;446;379539;0.676666667;0;1;120;10;7
0;22890;223;44;0;396;215174;0.716666667;150;1;27;2;0
0;12922;663;44;0;499;180068;0.786666667;88;3;371;7;18
0;32750;1707;61;0;488;895579;0.97;981;3;93;7;8
0;0;7873;33;0;574;2495626;0.863333333;11256;5;9;8;4
0;36560;348;52;0;379;337631;1;0;1;33;0;0
0;102710;6946;48;1;381;1019843;0.966666667;33;3;1635;1;5
1;0;7660;28;1;501;1297347;0.863333333;1373;4;295;6;10
0;66652;6373;55;0;505;1080337;0.453333333;7054;2;0;3;18
0;34448;585;43;1;439;197036;0.096666667;10739;3;94;6;13
0;18189;6210;30;0;433;170647;0.98;308;4;978;0;0
0;27510;7399;47;1;420;102433;0.57;0;4;72;4;0
1;239335;2199;59;0;477;2174809;1;0;1;0;4;17
0;0;657;39;0;559;663651;0.506666667;846;1;0;10;27
1;0;20284;34;0;509;2908393;0.966666667;19306;4;0;5;8
0;38740;185;47;0;474;175642;1;150;1;0;5;6
0;23660;4784;35;1;449;231267;0.29;5581;3;81;3;7
0;120260;9506;59;0;495;1747644;0.886666667;1230;4;0;7;9
0;49350;692;76;0;469;627632;0.603333333;138;2;0;5;7
0;68100;25374;48;0;433;1687409;1;56;4;0;3;0
0;57008;1521;65;0;457;1560222;0.966666667;0;1;0;7;4
0;0;15219;35;0;545;962799;0.783333333;1954;7;0;7;10
1;43160;6926;42;0;459;803876;0.25;2999;5;153;7;4
0;110360;13397;50;0;459;1528282;0.286666667;584;4;850;8;3
0;44400;5413;51;1;410;246308;0.493333333;0;3;5712;5;14
0;54310;5138;31;0;435;311598;0.966666667;10;4;1175;5;14
0;115700;562;40;0;499;521975;0.986666667;0;1;0;3;14
0;78720;11129;65;1;392;2500504;1;469;3;1471;4;0
